Unnamed: 0,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,MOST_SEVERE_INJURY,CRASH_HOUR,CRASH_MONTH,LATITUDE,LONGITUDE,CRASH_YEAR,SPEED_LIMIT,geometry,DISPLAYROU,the_geom,DIST,LANE_TYPE,CRASH_DATE,is_severe,index_right,CArea
4517,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,17,8,41.8321232799,-87.6435557328,2020,30,POINT (-87.6435557328 41.8321232799),,,,,2020-08-07,False,33,Armour Square
4518,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,N,NONINCAPACITATING INJURY,18,8,41.6772141061,-87.6369276205,2020,30,POINT (-87.6369276205 41.6772141061),,,,,2020-08-07,False,52,West Pullman
4519,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,NOT APPLICABLE,Y,"REPORTED, NOT EVIDENT",18,8,41.9058408783,-87.6705973551,2020,30,POINT (-87.6705973551 41.9058408783),,,,,2020-08-07,False,23,West Town
4520,30,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,"REPORTED, NOT EVIDENT",20,8,41.9958028199,-87.6897590583,2020,30,POINT (-87.6897590583 41.9958028199),,,,,2020-08-07,False,1,West Ridge
4521,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,NONINCAPACITATING INJURY,20,8,41.6922694223,-87.6588212845,2020,35,POINT (-87.6588212845 41.6922694223),,,,,2020-08-07,False,74,Morgan Park
4522,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,INCAPACITATING INJURY,20,8,41.9329441083,-87.7566240566,2020,35,POINT (-87.7566240566 41.9329441083),,,,,2020-08-07,True,18,Belmont Cragin
4523,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,,NONINCAPACITATING INJURY,20,8,42.0146822539,-87.6783821082,2020,35,POINT (-87.6783821082 42.0146822539),,,,,2020-08-07,False,0,Rogers Park
4524,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,20,8,41.7492940125,-87.7238522903,2020,30,POINT (-87.7238522903 41.7492940125),,,,,2020-08-07,False,69,Ashburn
4525,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,INCAPACITATING INJURY,7,8,41.9756466314,-87.7278108258,2020,30,POINT (-87.7278108258 41.9756466314),,,,,2020-08-08,True,11,Forest Glen
4526,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,Y,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,,NONINCAPACITATING INJURY,16,8,41.9649451033,-87.6912992682,2020,30,POINT (-87.6912992682 41.9649451033),,,,,2020-08-08,False,3,Lincoln Square
4527,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DUSK,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,INCAPACITATING INJURY,17,8,41.9419603129,-87.7022746934,2020,30,POINT (-87.7022746934 41.9419603129),,,,,2020-08-08,True,15,Irving Park
4528,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,N,NONINCAPACITATING INJURY,17,8,41.9412412933,-87.816698115,2020,25,POINT (-87.816698115 41.9412412933),,,,,2020-08-08,False,16,Dunning
4529,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISREGARDING STOP SIGN,NOT APPLICABLE,,NONINCAPACITATING INJURY,19,8,41.7687116971,-87.6455777807,2020,35,POINT (-87.6455777807 41.7687116971),,,,,2020-08-08,False,67,Englewood
4530,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,20,8,41.9646600331,-87.7023855136,2020,30,POINT (-87.7023855136 41.9646600331),,,,,2020-08-08,False,3,Lincoln Square
4531,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,20,8,41.8878361768,-87.7576387367,2020,25,POINT (-87.7576387367 41.8878361768),,,,,2020-08-08,False,24,Austin
4532,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,,NONINCAPACITATING INJURY,12,8,41.9614624368,-87.670677349,2020,30,POINT (-87.670677349 41.9614624368),,,,,2020-08-09,False,2,Uptown
4533,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PEDALCYCLIST,DRIVEWAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,13,8,41.721104307,-87.6770757497,2020,30,POINT (-87.6770757497 41.721104307),,,,,2020-08-09,False,71,Beverly
4534,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,15,8,41.9179380112,-87.6573018962,2020,30,POINT (-87.6573018962 41.9179380112),,,,,2020-08-09,False,6,Lincoln Park
4535,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,15,8,41.899172824,-87.6968513176,2020,30,POINT (-87.6968513176 41.899172824),,,,,2020-08-09,False,22,Humboldt Park
4536,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,16,8,41.9703927079,-87.7781393174,2020,30,POINT (-87.7781393174 41.9703927079),,,,,2020-08-09,False,10,Jefferson Park
4537,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,NO INDICATION OF INJURY,7,8,41.8917131601,-87.6326589004,2020,30,POINT (-87.6326589004 41.8917131601),,,,,2020-08-10,False,7,Near North Side
4538,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,11,8,41.8801009025,-87.6669018188,2020,35,POINT (-87.6669018188 41.8801009025),,,,,2020-08-10,False,27,Near West Side
4539,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,N,NONINCAPACITATING INJURY,12,8,41.7921560521,-87.7868344579,2020,30,POINT (-87.7868344579 41.7921560521),,,,,2020-08-10,False,55,Garfield Ridge
4540,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,NONINCAPACITATING INJURY,14,8,41.9938708263,-87.7178068217,2020,30,POINT (-87.7178068217 41.9938708263),,,,,2020-08-10,False,12,North Park
4541,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,8,8,41.8399973973,-87.6611027146,2020,30,POINT (-87.6611027146 41.8399973973),,,,,2020-08-11,False,30,Lower West Side
4542,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,"REPORTED, NOT EVIDENT",13,8,41.9537607249,-87.7274017476,2020,30,POINT (-87.7274017476 41.9537607249),,,,,2020-08-11,False,15,Irving Park
4543,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,16,8,41.6919364229,-87.5304517518,2020,30,POINT (-87.5304517518 41.6919364229),,,,,2020-08-11,False,51,East Side
4544,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",,NONINCAPACITATING INJURY,17,8,41.962214014,-87.7708213752,2020,30,POINT (-87.7708213752 41.962214014),,,,,2020-08-11,False,14,Portage Park
4545,30,NO CONTROLS,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,NONINCAPACITATING INJURY,19,8,41.948361485,-87.818229932,2020,30,POINT (-87.818229932 41.948361485),,,,,2020-08-11,False,16,Dunning
4546,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,NOT APPLICABLE,UNABLE TO DETERMINE,Y,INCAPACITATING INJURY,19,8,41.8589782539,-87.725015761,2020,30,POINT (-87.725015761 41.8589782539),,,,,2020-08-11,True,28,North Lawndale
4547,35,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,Y,UNABLE TO DETERMINE,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",21,8,41.8372770504,-87.6951722465,2020,35,POINT (-87.6951722465 41.8372770504),,,,,2020-08-11,False,29,South Lawndale
4548,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,,NONINCAPACITATING INJURY,23,8,41.9346504576,-87.6392123827,2020,30,POINT (-87.6392123827 41.9346504576),,,,,2020-08-11,False,5,Lake View
4549,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,7,8,41.9691153685,-87.6609799919,2020,30,POINT (-87.6609799919 41.9691153685),,,,,2020-08-12,False,2,Uptown
4550,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,"REPORTED, NOT EVIDENT",7,8,41.8667455891,-87.6691182472,2020,30,POINT (-87.6691182472 41.8667455891),,,,,2020-08-12,False,27,Near West Side
4551,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,NO INDICATION OF INJURY,11,8,41.7267831914,-87.6627721814,2020,25,POINT (-87.6627721814 41.7267831914),,,,,2020-08-12,False,71,Beverly
4552,30,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,12,8,41.8077115739,-87.7434127294,2020,30,POINT (-87.7434127294 41.8077115739),,,,,2020-08-12,False,55,Garfield Ridge
4553,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,NONINCAPACITATING INJURY,14,8,41.9145247816,-87.6840901427,2020,30,POINT (-87.6840901427 41.9145247816),,,,,2020-08-12,False,21,Logan Square
4554,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,15,8,41.9923065332,-87.6959548291,2020,30,POINT (-87.6959548291 41.9923065332),,,,,2020-08-12,False,1,West Ridge
4555,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NOT APPLICABLE,FAILING TO YIELD RIGHT-OF-WAY,,NONINCAPACITATING INJURY,16,8,41.8691754848,-87.6650663241,2020,30,POINT (-87.6650663241 41.8691754848),,,,,2020-08-12,False,27,Near West Side
4556,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,WORN SURFACE,,NOT APPLICABLE,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,18,8,41.956372858,-87.6544508658,2020,30,POINT (-87.6544508658 41.956372858),,,,,2020-08-12,False,2,Uptown
4557,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,18,8,41.9433029258,-87.6713551531,2020,30,POINT (-87.6713551531 41.9433029258),,,,,2020-08-12,False,5,Lake View
4558,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,19,8,41.903082422,-87.6771935504,2020,30,POINT (-87.6771935504 41.903082422),,,,,2020-08-12,False,23,West Town
4559,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,N,NONINCAPACITATING INJURY,19,8,41.897073608,-87.7555056593,2020,30,POINT (-87.7555056593 41.897073608),,,,,2020-08-12,False,24,Austin
4560,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,PEDALCYCLIST,NOT REPORTED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,5,8,41.8744535526,-87.6472237872,2020,30,POINT (-87.6472237872 41.8744535526),,,,,2020-08-13,False,27,Near West Side
4561,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,NONINCAPACITATING INJURY,7,8,41.9682677087,-87.7278812305,2020,30,POINT (-87.7278812305 41.9682677087),,,,,2020-08-13,False,11,Forest Glen
4562,20,OTHER,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,OTHER,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,Y,NONINCAPACITATING INJURY,13,8,41.9646283316,-87.7650735534,2020,20,POINT (-87.7650735534 41.9646283316),,,,,2020-08-13,False,14,Portage Park
4563,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,,INCAPACITATING INJURY,14,8,41.8964946998,-87.6487312745,2020,30,POINT (-87.6487312745 41.8964946998),,,,,2020-08-13,True,7,Near North Side
4564,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",17,8,41.9329417047,-87.6448282945,2020,15,POINT (-87.6448282945 41.9329417047),,,,,2020-08-13,False,5,Lake View
4565,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,18,8,41.9109703869,-87.640953134,2020,35,POINT (-87.640953134 41.9109703869),,,,,2020-08-13,False,6,Lincoln Park
4566,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NO INDICATION OF INJURY,20,8,41.8593205088,-87.685685833,2020,30,POINT (-87.685685833 41.8593205088),,,,,2020-08-13,False,27,Near West Side
4567,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,,INCAPACITATING INJURY,9,8,41.7246900313,-87.5537676344,2020,30,POINT (-87.5537676344 41.7246900313),,,,,2020-08-14,True,45,South Chicago
4568,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",9,8,41.9104509445,-87.6726351871,2020,25,POINT (-87.6726351871 41.9104509445),,,,,2020-08-14,False,23,West Town
4569,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,,NONINCAPACITATING INJURY,13,8,41.9311857146,-87.7516409035,2020,30,POINT (-87.7516409035 41.9311857146),,,,,2020-08-14,False,18,Belmont Cragin
4570,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,,NONINCAPACITATING INJURY,14,8,41.7362261216,-87.6292603119,2020,30,POINT (-87.6292603119 41.7362261216),,,,,2020-08-14,False,43,Chatham
4571,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO YIELD RIGHT-OF-WAY,,INCAPACITATING INJURY,14,8,41.8673024412,-87.6275176117,2020,30,POINT (-87.6275176117 41.8673024412),,,,,2020-08-14,True,32,Near South Side
4572,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,NONINCAPACITATING INJURY,18,8,41.9468802328,-87.6689163266,2020,30,POINT (-87.6689163266 41.9468802328),,,,,2020-08-14,False,5,Lake View
4573,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,,INCAPACITATING INJURY,18,8,41.9336035354,-87.7369291211,2020,25,POINT (-87.7369291211 41.9336035354),,,,,2020-08-14,True,19,Hermosa
4574,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,19,8,41.8362262232,-87.6390721486,2020,30,POINT (-87.6390721486 41.8362262232),,,,,2020-08-14,False,30,Lower West Side
4575,30,UNKNOWN,UNKNOWN,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,Y,"REPORTED, NOT EVIDENT",19,8,41.9110089265,-87.6786651359,2020,30,POINT (-87.6786651359 41.9110089265),,,,,2020-08-14,False,6,Lincoln Park
4576,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,23,8,41.9255403154,-87.6489121555,2020,30,POINT (-87.6489121555 41.9255403154),,,,,2020-08-14,False,6,Lincoln Park
4577,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,10,8,41.7299694771,-87.6821963856,2020,30,POINT (-87.6821963856 41.7299694771),,,,,2020-08-15,False,71,Beverly
4578,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISREGARDING STOP SIGN,NOT APPLICABLE,,NONINCAPACITATING INJURY,12,8,41.9649451033,-87.6912992682,2020,30,POINT (-87.6912992682 41.9649451033),,,,,2020-08-15,False,3,Lincoln Square
4579,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,NONINCAPACITATING INJURY,18,8,41.9539560709,-87.684886142,2020,30,POINT (-87.684886142 41.9539560709),,,,,2020-08-15,False,4,North Center
4580,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,22,8,41.7596904441,-87.6548661877,2020,30,POINT (-87.6548661877 41.7596904441),,,,,2020-08-15,False,66,Englewood
