the_geom,STREET,ST_NAME,ONEWAY_DIR,F_STREET,T_STREET,DISPLAYROU,MI_CTRLINE,BR_ONEWAY,BR_OW_DIR,CONTRAFLOW,DISPLAYROU_CLEAN,length_miles,CArea,geometry,weight,weighted_miles,PROTECTED_MI,BUFFERED_MI,BIKE_MI,SHARED_MI,NEIGHBORHOOD_MI
"MULTILINESTRING ((-87.61474662202346 41.74381227047847, -87.614551283575 41.743815000332326, -87.61414946077943 41.74382113027583, -87.61413010993996 41.743821475538674, -87.61404328495921 41.74382296324299, -87.61387205605794 41.743825952714346, -87.61375240254604 41.74382712388702, -87.61350961596042 41.74382950078232, -87.61326752450843 41.743831852709334, -87.61310556384417 41.74383500896561, -87.61283441953135 41.74384030751703, -87.61257111262778 41.7438459003916, -87.61230220973347 41.743850607604955, -87.61201182909895 41.743855673653954, -87.61169785027913 41.74386075462552, -87.61162539390499 41.74386191837996, -87.61149583426901 41.743864261174544, -87.61118379185058 41.74386990212652, -87.61108971228774 41.74387142393518, -87.61070818731028 41.743877614507966, -87.61048033125316 41.74388175177256, -87.61030613071966 41.74388490991051, -87.60987646923269 41.74389005380285, -87.60987599319513 41.74389005080548))",83RD ST,83RD,-,S DR MARTIN LUTHER KING JR DR,S ST LAWRENCE AVE,SHARED,0.2518126666,,,,SHARED,0.25171505144918543,Chatham,"LINESTRING (448884.33534147136 4621515.210515361, 448900.57980562054 4621515.397581579, 448933.9960367407 4621515.839622886, 448935.6053232268 4621515.8664722955, 448942.82595683663 4621515.980124466, 448957.06592418783 4621516.210448059, 448967.01598226366 4621516.269509583, 448987.2054484399 4621516.389447281, 449007.33709325164 4621516.507081768, 449020.8065381083 4621516.761541644, 449043.35624024866 4621517.189214055, 449065.25449465774 4621517.654273625, 449087.61734915257 4621518.01775911, 449111.766346249 4621518.408452575, 449137.8775275284 4621518.78693596, 449143.9031542129 4621518.873317456, 449154.6778160455 4621519.056864335, 449180.62842104223 4621519.498819451, 449188.4522844752 4621519.612221541, 449220.18075211876 4621520.074315953, 449239.130113392 4621520.399219397, 449253.6172752467 4621520.647106206, 449289.3474285711 4621520.964913999, 449289.3870084591 4621520.964300686)",2,0.5034301028983709,0.0,0.0,0.0,0.25171505144918543,0.0
"MULTILINESTRING ((-87.60987599319513 41.74389005080548, -87.609624147614 41.74389307553458, -87.60926698225 41.74389993606066, -87.60914258887665 41.74390233576856, -87.60867054109683 41.74390984244329, -87.6083832069511 41.743914424235584, -87.60806398208324 41.743920066317024, -87.60793394653437 41.74392237417897, -87.6074440932799 41.74392630601337, -87.60717287235538 41.743928515984535, -87.60687829463015 41.74393524331279, -87.6067996376702 41.74393710671687, -87.60641328260273 41.74394596977232, -87.60624391662721 41.743949371124124, -87.60605831351761 41.74395310882692, -87.60575723116408 41.74395828310264, -87.60563786077336 41.743960326368295, -87.6052824633711 41.74396641679439, -87.60503310568033 41.74396977675476, -87.60470817828468 41.74397413806893, -87.60442756525022 41.74397732551642, -87.60438366131629 41.74397781589324, -87.60436013122711 41.74397818791782, -87.60401705566008 41.7439834747524, -87.60379190136014 41.74398835779672))",83RD ST,83RD,-,S ST LAWRENCE AVE,S MARYLAND AVE,SHARED,0.314553142241,,,,SHARED,0.3144308148907732,Chatham,"LINESTRING (449289.3870084591 4621520.964300686, 449310.3302010742 4621521.15173696, 449340.03368461644 4621521.703093583, 449350.378805505 4621521.896295318, 449389.63519062835 4621522.451983253, 449413.53044613614 4621522.791722225, 449440.07822363003 4621523.230521162, 449450.89240861364 4621523.410355949, 449491.6264809836 4621523.559248785, 449514.18006043474 4621523.645451149, 449538.6792783316 4621524.219565513, 449545.22101264517 4621524.380327148, 449577.3531205353 4621525.137884237, 449591.4384500767 4621525.416290408, 449606.8741479182 4621525.722558687, 449631.91298785066 4621526.120755916, 449641.8401516214 4621526.2777451435, 449671.39596016053 4621526.746011489, 449692.1325033067 4621526.973239023, 449719.15339365765 4621527.267542592, 449742.48865686863 4621527.457500498, 449746.139620456 4621527.4863036815, 449748.096420878 4621527.513866323, 449776.6270323338 4621527.900544513, 449795.35225586855 4621528.311297325)",2,0.6288616297815464,0.0,0.0,0.0,0.3144308148907732,0.0
"MULTILINESTRING ((-87.55032450393638 41.7446741576393, -87.549589723445 41.744683555407065, -87.54911975613417 41.744690721714214, -87.54859114838335 41.744698775816715, -87.54850674867168 41.74469962640876, -87.54791180490626 41.74470552256553))",83RD ST,83RD,-,S HOUSTON AVE,S SOUTH SHORE DR,BIKE,0.124726325044,,,,BIKE,0.12467618686500619,South Chicago,"LINESTRING (454241.61238679546 4621574.6389119215, 454302.7148031012 4621575.291828994, 454341.79685948085 4621575.837995625, 454385.7553864703 4621576.4518566765, 454392.773678529 4621576.50155772, 454442.2463911502 4621576.841024818)",3,0.37402856059501854,0.0,0.0,0.12467618686500619,0.0,0.0
"MULTILINESTRING ((-87.6777523506117 41.92139775006635, -87.67775830448264 41.92159868929747, -87.6777621900942 41.92172527516081, -87.67776597956937 41.9218037816896, -87.67777222824347 41.92193282274792, -87.67777229165843 41.92193381167766, -87.67778101879686 41.92212222505846, -87.67778908493682 41.92229630943171, -87.6777899970738 41.92231837824398, -87.6777883777347 41.92241557004358, -87.67778930485645 41.922439943798004, -87.67779742229884 41.92265200907569))",DAMEN AVE,DAMEN,-,W WEBSTER AVE,N KENNEDY DAMEN AVE XR,BIKE,0.0866039076935,,,,BIKE,0.08657162070744868,Logan Square,"LINESTRING (443800.9959005937 4641271.245284411, 443800.67853239126 4641293.559103392, 443800.4674202047 4641307.61624826, 443800.2220900239 4641316.335169147, 443799.8171913651 4641330.666459086, 443799.8128008616 4641330.776299725, 443799.2544947342 4641351.701215941, 443798.7384280537 4641371.034775858, 443798.68216157204 4641373.485634063, 443798.90172797535 4641384.275602975, 443798.8462418958 4641386.982384626, 443798.35925893974 4641410.532930809)",3,0.25971486212234607,0.0,0.0,0.08657162070744868,0.0,0.0
"MULTILINESTRING ((-87.66337392644417 41.88418378393473, -87.6634762699481 41.88416654340933, -87.6635564378248 41.88414187349857, -87.66410491360561 41.88362317071133, -87.66426011299643 41.8834675436316, -87.66438706653743 41.883340511385114, -87.66451566209462 41.88321101802318, -87.66460887788438 41.88312509035753, -87.66474424597033 41.88305384229296, -87.66478595314523 41.88304074745719, -87.66485419682856 41.88302539326545, -87.66489413706674 41.88301964298765, -87.66493228902574 41.883016352822295, -87.66496116118479 41.88301564213183, -87.66501901716677 41.88301737887359, -87.6650718372832 41.88302325665991, -87.66511002699433 41.88303044932137, -87.66514592519052 41.88303902776639, -87.66522549563008 41.88306086840573, -87.66529418544621 41.883080285903056, -87.66538846502232 41.88310726110464, -87.66560343417713 41.883171245177486, -87.66575993214778 41.88321842263219, -87.66585605905995 41.88324447543566, -87.6659488977294 41.88326524025579, -87.66603569794032 41.88328056336768, -87.66610335682692 41.88328968349707, -87.6661809762368 41.88329784586814, -87.66625697371805 41.883303254527064, -87.66631629601424 41.88330524582637, -87.6663856240034 41.8833057574236, -87.6664453402842 41.883305199379045, -87.66647912957998 41.88330481847572, -87.66652158597768 41.88330435193687, -87.66656363935832 41.88330382812159, -87.66661479930812 41.88330324641925, -87.66677806040538 41.88330051715511, -87.66687138913026 41.88329897273271))",WASHINGTON BLVD,WASHINGTON,W,N ASHLAND AVE,N OGDEN AVE,BIKE,0.220542787817,Y,W,,BIKE,0.22045992906828196,Near West Side,"LINESTRING (444961.30506053835 4637130.138006174, 444952.79900101223 4637128.289478929, 444946.1264325564 4637125.601869564, 444900.17466184736 4637068.363646332, 444887.1641833183 4637051.184432864, 444876.5217619144 4637037.161909749, 444865.74094588606 4637022.867206092, 444857.9329941498 4637013.386771294, 444846.6402821286 4637005.5632727295, 444843.1685876986 4637004.136192262, 444837.4932212933 4637002.475320023, 444834.1744436273 4637001.862555413, 444831.0061547817 4637001.521782641, 444828.61002747086 4637001.461437757, 444823.81122511387 4637001.69146039, 444819.4338106303 4637002.3780176565, 444816.27140925656 4637003.201156844, 444813.3003274745 4637004.176683802, 444806.7171869299 4637006.652765853, 444801.0347269281 4637008.85282024, 444793.23560309515 4637011.908453243, 444775.45478896576 4637019.150752345, 444762.510857575 4637024.489463446, 444754.55769975093 4637027.443916792, 444746.8728160061 4637029.80915083, 444739.6842554923 4637031.566326036, 444734.07849688863 4637032.622480288, 444727.64549586404 4637033.578716771, 444721.34469324804 4637034.22817677, 444716.42447545996 4637034.487479418, 444710.67281612015 4637034.588944271, 444705.71771208657 4637034.5654610805, 444702.9139066522 4637034.544942256, 444699.3909232369 4637034.52050169, 444695.90132844896 4637034.489443894, 444691.6561172355 4637034.457829809, 444678.1080899762 4637034.260039732, 444670.36333021976 4637034.1487349)",3,0.6613797872048459,0.0,0.0,0.22045992906828196,0.0,0.0
"MULTILINESTRING ((-87.68693646348285 41.899379442222674, -87.68737313221244 41.899372239689555, -87.68754303642314 41.899370451084835, -87.68776381873387 41.899368125359196, -87.68776612717218 41.899368659632856, -87.68795193630396 41.89936676716414, -87.6883531525467 41.899363780509695, -87.68887332068954 41.89935948295078, -87.68939603015903 41.8993544851183, -87.68978458188468 41.89935076249504, -87.69020527976086 41.899346341668625, -87.69072556895571 41.89934088396273, -87.69106621847256 41.89933752096687, -87.69155648877914 41.899332962996574, -87.69186322723039 41.89933023101801, -87.69222815474339 41.899327000192514, -87.69279827835254 41.899322662126906, -87.69310876103819 41.899320167388716, -87.69366940946092 41.89931563531869, -87.69432747940348 41.89930286166849, -87.69463579241386 41.899296892526365, -87.69474636471183 41.89929597059728, -87.6950661812049 41.89929319384742, -87.69556004648877 41.8992890493178, -87.695776708937 41.89928723360858, -87.69615497752334 41.89928318654148, -87.69615692515598 41.89928316943789, -87.69629710943761 41.899281642331985, -87.6967907341055 41.89928314440092, -87.69694998101508 41.899281722164766, -87.69711099666048 41.899283493105145, -87.6974250786076 41.89928100663632, -87.69775253337419 41.89927842856367, -87.69803738769171 41.89927484589469, -87.69833818654735 41.899271048175535, -87.69865065082807 41.89926871417085, -87.69902784148778 41.899265913956235, -87.69925979264602 41.89926340723489, -87.69941386237507 41.899261733311675, -87.69967846573054 41.89925937898225, -87.6998650081489 41.89925760903246, -87.70025532061017 41.8992538894987, -87.70046926093008 41.89925251630278, -87.70068338467945 41.899251116708626, -87.70108190876601 41.89924543545088, -87.70116434633016 41.899244270501114, -87.7014847056431 41.89924224685008, -87.70171808097491 41.89924048397767, -87.70180547242529 41.89923984010141, -87.70195112841486 41.89923836319419, -87.7021906082907 41.8992359198573, -87.70246754996634 41.89923387450658, -87.7027774428819 41.89923159707548, -87.703022063578 41.89922929007427, -87.70324218067063 41.899227232547005, -87.70386469403313 41.89922164592613, -87.70398000577549 41.89922060333262, -87.70440709106664 41.89921646708946, -87.70464531957974 41.899214176541044, -87.70524718642372 41.89920899068303, -87.705961503609 41.89920230208537, -87.70613375541696 41.89920066355789, -87.70653791275114 41.89919719005683, -87.70667446327204 41.89919541076369, -87.7068676602695 41.89919286985183, -87.70731470962382 41.8991868284504, -87.70750507981465 41.89918424314493, -87.70753520318777 41.89918383109374, -87.70798423301302 41.89917809949182, -87.70840784538632 41.899172282734256, -87.7086903606654 41.89917118545683, -87.70881275529801 41.89917069873411))",AUGUSTA BLVD,AUGUSTA,-,W GRAND AVE,N WESTERN AVE,BUFFERED,1.12811378163,,,,BUFFERED,0.8737257112757946,Humboldt Park,"LINESTRING (442611.15740592254 4638830.476643762, 442611.157132064 4638830.476642704, 442580.8839776299 4638830.362112056, 442533.589077285 4638830.2622058, 442507.83270309924 4638830.193243656, 442461.3235721678 4638830.06592801, 442406.7260378168 4638829.089268981, 442381.1464982284 4638828.633553296, 442371.97383642494 4638828.605462659, 442345.4429627578 4638828.512046894, 442304.4737256076 4638828.383905018, 442286.50021078804 4638828.328043241, 442255.11965604615 4638828.133247721, 442254.95808692236 4638828.132659691, 442243.3285982642 4638828.057475555, 442202.384396669 4638828.556688823, 442189.17377972935 4638828.506079495, 442175.8193285241 4638828.811218228, 442149.764375251 4638828.746896033, 442122.60007811274 4638828.681520399, 442098.96852609125 4638828.475957757, 442074.0141969156 4638828.257362749, 442048.09355520294 4638828.2092482615, 442016.80351492506 4638828.153210685, 441997.56117864454 4638828.031690393, 441984.77976539696 4638827.950015934, 441962.8291038778 4638827.86759072, 441947.35403116106 4638827.797290197, 441914.97470926354 4638827.648509692, 441897.2273700322 4638827.640919254, 441879.4647907576 4638827.630566405, 441846.40253650077 4638827.269855129, 441839.56338073773 4638827.196397633, 441812.98811604705 4638827.188949681, 441793.62830557436 4638827.151534605, 441786.3787024286 4638827.139342964, 441774.2953670344 4638827.0742115695, 441754.42857093073 4638826.96549581, 441731.4547222577 4638826.926466375, 441705.74739374005 4638826.884133514, 441685.45429148135 4638826.794240535, 441667.1939603732 4638826.715442501, 441615.5521050331 4638826.518636182, 441605.98617803375 4638826.481361114, 441570.55617018195 4638826.312911688, 441550.7932968311 4638826.22087585, 441500.8643903931 4638826.055331166, 441441.6064719986 4638825.800040785, 441427.31687915814 4638825.735708179, 441393.78930161684 4638825.626067855, 441382.46095980215 4638825.521808227, 441366.4331577781 4638825.371719445, 441329.34537557577 4638825.006589885, 441313.5520089401 4638824.84975804, 441311.05293062347 4638824.824615825, 441273.8011433137 4638824.495526884, 441238.6576212846 4638824.139768439, 441215.22227505647 4638824.211485532, 441205.06932465313 4638824.24131978)",5,4.368628556378972,0.0,0.8737257112757946,0.0,0.0,0.0
"MULTILINESTRING ((-87.68693646348285 41.899379442222674, -87.68737313221244 41.899372239689555, -87.68754303642314 41.899370451084835, -87.68776381873387 41.899368125359196, -87.68776612717218 41.899368659632856, -87.68795193630396 41.89936676716414, -87.6883531525467 41.899363780509695, -87.68887332068954 41.89935948295078, -87.68939603015903 41.8993544851183, -87.68978458188468 41.89935076249504, -87.69020527976086 41.899346341668625, -87.69072556895571 41.89934088396273, -87.69106621847256 41.89933752096687, -87.69155648877914 41.899332962996574, -87.69186322723039 41.89933023101801, -87.69222815474339 41.899327000192514, -87.69279827835254 41.899322662126906, -87.69310876103819 41.899320167388716, -87.69366940946092 41.89931563531869, -87.69432747940348 41.89930286166849, -87.69463579241386 41.899296892526365, -87.69474636471183 41.89929597059728, -87.6950661812049 41.89929319384742, -87.69556004648877 41.8992890493178, -87.695776708937 41.89928723360858, -87.69615497752334 41.89928318654148, -87.69615692515598 41.89928316943789, -87.69629710943761 41.899281642331985, -87.6967907341055 41.89928314440092, -87.69694998101508 41.899281722164766, -87.69711099666048 41.899283493105145, -87.6974250786076 41.89928100663632, -87.69775253337419 41.89927842856367, -87.69803738769171 41.89927484589469, -87.69833818654735 41.899271048175535, -87.69865065082807 41.89926871417085, -87.69902784148778 41.899265913956235, -87.69925979264602 41.89926340723489, -87.69941386237507 41.899261733311675, -87.69967846573054 41.89925937898225, -87.6998650081489 41.89925760903246, -87.70025532061017 41.8992538894987, -87.70046926093008 41.89925251630278, -87.70068338467945 41.899251116708626, -87.70108190876601 41.89924543545088, -87.70116434633016 41.899244270501114, -87.7014847056431 41.89924224685008, -87.70171808097491 41.89924048397767, -87.70180547242529 41.89923984010141, -87.70195112841486 41.89923836319419, -87.7021906082907 41.8992359198573, -87.70246754996634 41.89923387450658, -87.7027774428819 41.89923159707548, -87.703022063578 41.89922929007427, -87.70324218067063 41.899227232547005, -87.70386469403313 41.89922164592613, -87.70398000577549 41.89922060333262, -87.70440709106664 41.89921646708946, -87.70464531957974 41.899214176541044, -87.70524718642372 41.89920899068303, -87.705961503609 41.89920230208537, -87.70613375541696 41.89920066355789, -87.70653791275114 41.89919719005683, -87.70667446327204 41.89919541076369, -87.7068676602695 41.89919286985183, -87.70731470962382 41.8991868284504, -87.70750507981465 41.89918424314493, -87.70753520318777 41.89918383109374, -87.70798423301302 41.89917809949182, -87.70840784538632 41.899172282734256, -87.7086903606654 41.89917118545683, -87.70881275529801 41.89917069873411))",AUGUSTA BLVD,AUGUSTA,-,W GRAND AVE,N WESTERN AVE,BUFFERED,1.12811378163,,,,BUFFERED,0.25397261697857315,West Town,"LINESTRING (443019.86946756026 4638832.656455942, 442983.6419920707 4638832.146893894, 442969.5470791792 4638832.061241909, 442951.23141843826 4638831.949814204, 442951.04041218094 4638832.010668494, 442935.6261134631 4638831.924128521, 442902.3431120375 4638831.859478853, 442859.192039364 4638831.728659537, 442815.82953597576 4638831.522045969, 442783.5963692112 4638831.367797066, 442748.6960944056 4638831.1576261595, 442705.53391966276 4638830.899010701, 442677.2744853678 4638830.753181817, 442636.6031304351 4638830.574822625, 442611.15740592254 4638830.476643762)",5,1.2698630848928658,0.0,0.25397261697857315,0.0,0.0,0.0
"MULTILINESTRING ((-87.64484706574068 41.78215874829439, -87.6448470789544 41.78215751308533, -87.64484859045616 41.78201621849098, -87.64485026572757 41.78186298705557, -87.64483854755531 41.78155662654229, -87.64482952494295 41.78132045411296, -87.64482284844253 41.78110144751652, -87.64481638882197 41.78088949470042, -87.64481051036881 41.78067820351965, -87.6448101376702 41.78066502907623, -87.6448071878849 41.780556885831494, -87.64480206335872 41.78036766418493, -87.64479693413709 41.78017877113388, -87.64479402956603 41.78007326349337, -87.64478648252107 41.77975057110858, -87.64478087896917 41.779510110889774, -87.64477570475661 41.779291250081, -87.64477027996749 41.77906152046082, -87.64476979401573 41.77904173041673, -87.64476883389388 41.77900475963167, -87.64475734634456 41.77856030727746, -87.64475060141476 41.77830320878257, -87.64474653556033 41.77814862651886, -87.6447449002647 41.77808560706872, -87.6447390824272 41.7779268150352, -87.64473121551761 41.77771287828203, -87.64472828401324 41.77755514615108, -87.64472359642927 41.77730105092667, -87.6447189904418 41.77704618907624, -87.64470820853838 41.77671066145214, -87.64470442634358 41.77654666761547, -87.64470063362484 41.776383771245875, -87.64470106149375 41.7763814409862, -87.64474505261181 41.776148604095674, -87.64474485367656 41.776132906082836))",HALSTED ST,HALSTED,-,W 65TH ST,W 63RD PKWY,BIKE,0.416125046349,,,,BIKE,0.41596680239735523,Englewood,"LINESTRING (446413.412686985 4625790.948418864, 446413.4105604675 4625790.81128748, 446413.167310216 4625775.124936487, 446412.90051160514 4625758.113395087, 446413.61922198394 4625724.092287221, 446414.17237592064 4625697.8655221565, 446414.54486263864 4625673.546063906, 446414.9052034959 4625650.009890597, 446415.2178032935 4625626.547538685, 446415.237806982 4625625.084608563, 446415.39290654205 4625613.076123316, 446415.6612328921 4625592.064521389, 446415.9302261003 4625571.089399697, 446416.0837669654 4625559.373562664, 446416.4423054891 4625523.541812866, 446416.707797923 4625496.841133535, 446416.95559606387 4625472.538805478, 446417.2151739244 4625447.0296084145, 446417.2390839657 4625444.832108632, 446417.288097187 4625440.72681527, 446417.8727780211 4625391.374172231, 446418.21929688624 4625362.825516855, 446418.4285122669 4625345.660432783, 446418.5119553954 4625338.662657169, 446418.8632688687 4625321.029090977, 446419.338972662 4625297.2717870325, 446419.45130327396 4625279.757696487, 446419.6293661092 4625251.543767256, 446419.8000137509 4625223.24477522, 446420.4167853906 4625185.98599269, 446420.5946138087 4625167.776167338, 446420.7742323455 4625149.688182592, 446420.7367336596 4625149.429731348, 446416.8869292214 4625123.6063508475, 446416.8903954979 4625121.863350075)",3,1.2479004071920656,0.0,0.0,0.41596680239735523,0.0,0.0
"MULTILINESTRING ((-87.70887663420787 41.98306763462362, -87.70909286006477 41.98306430987711, -87.70932435381523 41.98306806594994, -87.70946917464588 41.983066245720075, -87.70947711975083 41.98306609712771, -87.70971182159062 41.983061499522606, -87.71007191053872 41.9830564298414, -87.71027823862377 41.98305351639354, -87.71071329647009 41.983047369626064, -87.71097517493975 41.98304305367965, -87.71130148945062 41.983039115110614, -87.71146929965992 41.98303708740335, -87.71191774686082 41.983030679981354, -87.71217929286418 41.98302666199748, -87.71252153886812 41.98302200937318, -87.7129341177495 41.98301639166114, -87.71332237306919 41.98301204020645, -87.71361428238033 41.983009691883986, -87.71374166713966 41.983008156575366, -87.71415541596299 41.98300319892617, -87.71447392811328 41.9829959707819, -87.71450703258553 41.982995709879475, -87.71495875159124 41.98298944506259, -87.71496651273962 41.982989350019224))",BRYN MAWR AVE,BRYN MAWR,-,N BERNARD AVE,N KEDZIE AVE,SHARED,0.313657583739,,,,SHARED,0.3135430585387292,North Park,"LINESTRING (441276.8017361457 4648139.247320744, 441258.88647544966 4648139.026446226, 441239.71292730235 4648139.602270706, 441227.71425904316 4648139.499535745, 441227.05594786047 4648139.488489482, 441207.6089576347 4648139.139097945, 441177.7744282656 4648138.823449934, 441160.67947160907 4648138.6416921355, 441124.63349750923 4648138.258183356, 441102.93543338875 4648137.959032347, 441075.8998135463 4648137.746175085, 441061.9964963367 4648137.636500225, 441024.84108371043 4648137.233771555, 441003.1708232693 4648136.967779238, 440974.8147601125 4648136.686999776, 440940.63140224526 4648136.347675337, 440908.4641809154 4648136.132325928, 440884.28014396405 4648136.073026753, 440873.7261271065 4648135.990490734, 440839.4464446371 4648135.725747722, 440813.05409327784 4648135.143262812, 440810.3114653571 4648135.137171629, 440772.8850954791 4648134.7538563935, 440772.242071024 4648134.748670625)",2,0.6270861170774584,0.0,0.0,0.0,0.3135430585387292,0.0
"MULTILINESTRING ((-87.75642025251763 41.93139947834793, -87.75585477540005 41.93140747574453, -87.75501271849414 41.93141918161987, -87.75418506960872 41.931430624470956, -87.75396053304483 41.931433717866554, -87.75347525744891 41.93144037866256, -87.75283260386533 41.931448382847, -87.752124408193 41.93145813685906, -87.75150508449389 41.93146685582854, -87.75119386996859 41.93147230369635, -87.75068959435661 41.93147880146474, -87.74989466259332 41.931489035201025, -87.74905584387362 41.93150002778323, -87.74877922546331 41.93150394351493, -87.74818680367436 41.93151245111661, -87.74737671573813 41.931524208979475, -87.7465946220815 41.93153305835056))",DIVERSEY AVE,DIVERSEY,-,N LARAMIE AVE,N CICERO AVE,BIKE,0.506462752314,,,,BIKE,0.5062823587655537,Belmont Cragin,"LINESTRING (437287.63622908224 4642436.269851348, 437334.5262377723 4642436.74432088, 437404.3503369867 4642437.428878821, 437472.97962288954 4642438.0954269245, 437491.5983532818 4642438.275152147, 437531.8377176285 4642438.660998705, 437585.1261559735 4642439.081645642, 437643.8501966658 4642439.649301548, 437695.2050845878 4642440.167103327, 437721.01230977476 4642440.545857048, 437762.82670258917 4642440.901108601, 437828.742194969 4642441.4605949195, 437898.2969437879 4642442.073155929, 437921.23438590823 4642442.307585405, 437970.35862992145 4642442.823385979, 438037.53208019625 4642443.543064172, 438102.381767786 4642443.960661703)",3,1.518847076296661,0.0,0.0,0.5062823587655537,0.0,0.0
"MULTILINESTRING ((-87.6548646248073 41.79380198579068, -87.6548625870617 41.793689238594624, -87.65485722961216 41.79343220441504, -87.65485314619687 41.793280476892825, -87.65485137454372 41.793215398719646, -87.65484498219641 41.79298006595117, -87.65483920392401 41.792756098372415, -87.6548334544536 41.792536247375565, -87.65482864000734 41.79234603976236, -87.65482630668953 41.79225436719074, -87.65482183129386 41.79208756988844, -87.65481762559234 41.79192999560563, -87.65481600100806 41.791868431469084, -87.65481071701254 41.791670620266444, -87.65480527507393 41.791466797356414, -87.65480087599997 41.79130326606799, -87.65479614436924 41.79112609513805, -87.65479122304153 41.790942500851884, -87.65478631186593 41.79075794594118, -87.65478249897093 41.790615384656185, -87.65478002621835 41.79052302516256, -87.65477783493127 41.79044219277175, -87.65477259097113 41.79022657093635, -87.65476726394799 41.790008560861, -87.65476174603639 41.78978412741825, -87.65475660208665 41.78957306104417, -87.65474976069441 41.789293433408865, -87.65474468331621 41.78907594607788, -87.65474113019464 41.78890523038237, -87.6547389054307 41.788796323799865, -87.65473746958168 41.78870649409685))",RACINE AVE,RACINE,-,W 58TH ST,W GARFIELD BLVD,BIKE,0.351733379028,,,,BIKE,0.3516004215214035,Englewood,"LINESTRING (445590.7986858401 4627089.936852432, 445590.8726369428 4627077.417728926, 445591.1003795451 4627048.876945226, 445591.31133270543 4627032.028711064, 445591.4034939063 4627024.802242164, 445591.7355842538 4626998.670219437, 445592.0262696121 4626973.800414121, 445592.3180474183 4626949.38767423, 445592.55720963556 4626928.266702991, 445592.6735529772 4626918.087219504, 445592.9043460122 4626899.565608776, 445593.1205327147 4626882.068160944, 445593.20345350995 4626875.231935044, 445593.47521019453 4626853.266475815, 445593.75500973174 4626830.6334637925, 445593.98223441245 4626812.474515237, 445594.22555917583 4626792.801007009, 445594.4792166986 4626772.414222234, 445594.7312212889 4626751.920790619, 445594.927482748 4626736.090422891, 445595.05484409997 4626725.834588391, 445595.168566444 4626716.858735838, 445595.42196068214 4626692.915871215, 445595.68024092476 4626668.707799162, 445595.94895467046 4626643.786449033, 445596.1979021005 4626620.349423323, 445596.52992477943 4626589.299269732, 445596.7679199549 4626565.149397688, 445596.91881172016 4626546.193339226, 445597.0115897722 4626534.100514608, 445597.0549458335 4626524.126211042)",3,1.0548012645642104,0.0,0.0,0.3516004215214035,0.0,0.0
"MULTILINESTRING ((-87.69792335496557 41.942790284789446, -87.69792929168203 41.94311045769159, -87.69793138002755 41.94318895388629, -87.69794067790203 41.94352599597894, -87.69794785294734 41.943776966282975, -87.69795381340958 41.943976339040255, -87.69796028596377 41.94419069884632, -87.69797344081438 41.94463547160877, -87.6979810576839 41.94490864558698, -87.6979828414166 41.94497325425552, -87.6979942153107 41.945386321826675, -87.6980096114803 41.945908933354865, -87.69801994067785 41.946260716716, -87.6980314107867 41.94668259356717))",CALIFORNIA AVE,CALIFORNIA,-,W ROSCOE ST,W ADDISON ST,BIKE,0.268696548993,,,,BIKE,0.2685967054862135,Avondale,"LINESTRING (442147.7487726943 4643659.840814108, 442147.54610492144 4643695.393183156, 442147.4439599741 4643704.10991876, 442146.97793985513 4643741.537522349, 442146.61007980676 4643769.407260257, 442146.2962557815 4643791.547373102, 442145.95353735733 4643815.351824405, 442145.2652418717 4643864.743231337, 442144.88085974497 4643895.078517658, 442144.79142066365 4643902.25313678, 442144.22211341537 4643948.123162776, 442143.41846725775 4644006.158430038, 442142.8803749597 4644045.223452097, 442142.31112390215 4644092.070199068)",3,0.8057901164586405,0.0,0.0,0.2685967054862135,0.0,0.0
"MULTILINESTRING ((-87.69792335496557 41.942790284789446, -87.69792929168203 41.94311045769159, -87.69793138002755 41.94318895388629, -87.69794067790203 41.94352599597894, -87.69794785294734 41.943776966282975, -87.69795381340958 41.943976339040255, -87.69796028596377 41.94419069884632, -87.69797344081438 41.94463547160877, -87.6979810576839 41.94490864558698, -87.6979828414166 41.94497325425552, -87.6979942153107 41.945386321826675, -87.6980096114803 41.945908933354865, -87.69801994067785 41.946260716716, -87.6980314107867 41.94668259356717))",CALIFORNIA AVE,CALIFORNIA,-,W ROSCOE ST,W ADDISON ST,BIKE,0.268696548993,,,,BIKE,8.933771093432365e-07,Irving Park,"LINESTRING (442142.31112390215 4644092.070199068, 442142.31110643316 4644092.071636713)",3,2.6801313280297094e-06,0.0,0.0,8.933771093432365e-07,0.0,0.0
