the_geom,STREET,ST_NAME,ONEWAY_DIR,F_STREET,T_STREET,DISPLAYROU,MI_CTRLINE,BR_ONEWAY,BR_OW_DIR,CONTRAFLOW,DISPLAYROU_CLEAN,length_miles,CArea,geometry,weight,weighted_miles,PROTECTED_MI,BUFFERED_MI,BIKE_MI,SHARED_MI,NEIGHBORHOOD_MI
"MULTILINESTRING ((-87.67450695881448 41.80123336191229, -87.67450357352124 41.8011290995637, -87.67449973528618 41.800923750118855, -87.67449681460224 41.80077354628521, -87.67449562811173 41.800712471196, -87.67449113674421 41.800481376879475, -87.67448754518355 41.80035015224334, -87.6744852661304 41.80026687806544, -87.6744793209586 41.80005237791525, -87.67447718389015 41.799913779610975, -87.6744756511518 41.79987452710149, -87.6744694843151 41.79971655797817, -87.6744643717014 41.7995354332954, -87.67446038731659 41.799415431095184, -87.67445557045079 41.79927039518128, -87.67444999265645 41.799081007969576, -87.67444599624052 41.79894374320543, -87.67444486783356 41.79890495939147, -87.67444287613206 41.79885566079455, -87.67443843703327 41.7986803310235, -87.67443448521988 41.79853977301064, -87.67442917944655 41.798352500465285, -87.67442417556211 41.79817510832947, -87.67442024899205 41.79803361768197, -87.67441852298835 41.79797142302971, -87.67441310574836 41.79780936874345, -87.67440872448549 41.79767844113383, -87.67440654344885 41.79759782892521, -87.67440594387989 41.79757566597101, -87.67440534432046 41.797553502116415, -87.67440351150427 41.797485762465506, -87.67439844493899 41.79728584038099, -87.67439154349363 41.79701439083096, -87.67438537572107 41.79677151371601, -87.67438200141646 41.79666304039055, -87.67437955476153 41.79658440202099, -87.67437385636335 41.79637816389634, -87.67436897315433 41.7961997027695, -87.67436380792222 41.796012951357156, -87.67435969659108 41.795863089901204, -87.67435516401345 41.795767388643554, -87.67435083126523 41.7956759066908, -87.67434383798498 41.79541356722287, -87.6743377723009 41.79518940719319, -87.6743322892134 41.794983663646676, -87.67432544106993 41.79472854312146, -87.67431817004048 41.79445739294687, -87.67431602877167 41.79437749580179, -87.67431188259569 41.79422283071044, -87.67430663313623 41.79402647376574, -87.67430056564085 41.793916315679134, -87.67429615079745 41.7938361524835, -87.674291515985 41.79372649150455, -87.67428318625927 41.793555300692915))",DAMEN AVE,DAMEN,-,W GARFIELD BLVD,W 51ST ST,PROTECTED,0.530044233325,,,,PROTECTED,0.024922820397965593,Englewood,"LINESTRING (443976.0614586749 4627115.114091044, 443976.35845526855 4627106.2110575065, 443976.64804196905 4627094.032847082, 443977.19104166765 4627075.020834806)",10,0.24922820397965592,0.024922820397965593,0.0,0.0,0.0,0.0
"MULTILINESTRING ((-87.70078783823536 41.86645568236648, -87.70078187719508 41.86627007514272, -87.70077872393105 41.866135534681966, -87.70077168684945 41.86583255267499, -87.70103905848372 41.86578877732317, -87.70130184748673 41.865710557776296, -87.70144460742264 41.86566005343172, -87.7016560313668 41.865559706300594, -87.70177592614483 41.865485941436006, -87.70189850024076 41.86538993556982, -87.7020126124627 41.86527324626772, -87.70210651847263 41.86514684002118, -87.70216570979166 41.865033690458304, -87.70222297854038 41.86482489303534, -87.70222900485913 41.864768394438244, -87.70223489288969 41.86462136276661, -87.70223326096925 41.864594650489124, -87.70222673442434 41.86448780948704, -87.70220138300088 41.86433300453271, -87.70217544099133 41.8642309123826, -87.7021281289466 41.86405076627112, -87.70212641474524 41.86404258892605, -87.70210698465024 41.8639498817209, -87.70210087300957 41.86391647956775, -87.70207890461103 41.86379640594294, -87.70204999484024 41.86362272726737, -87.70202756289383 41.86338034109008, -87.70203138591586 41.863223116047564, -87.70201405680659 41.86291368853797))",SACRAMENTO DR,SACRAMENTO,-,W DOUGLAS DR,W ROOSEVELT RD,BIKE,0.285727599467,,,,BIKE,0.28562262533653177,North Lawndale,"LINESTRING (441841.06656020007 4635186.506259067, 441841.3930497704 4635165.894773064, 441841.53280439926 4635150.954988635, 441841.842222624 4635117.310984183, 441819.6128121672 4635112.631901752, 441797.73245264444 4635104.125539823, 441785.8386727614 4635098.614983965, 441768.2010568293 4635087.617118482, 441758.1837503133 4635079.508548903, 441747.92386762385 4635068.932455908, 441738.3474499258 4635056.054211404, 441730.43914735224 4635042.083419518, 441725.42393290857 4635029.560922863, 441720.4813957677 4635006.417614372, 441719.9299398124 4635000.148826798, 441719.3077382429 4634983.82831565, 441719.41891732067 4634980.8614196, 441719.86354789586 4634968.994736529, 441721.8269728336 4634951.789973363, 441723.8872926582 4634940.437362655, 441727.65033299505 4634920.404138613, 441727.7851766419 4634919.495067783, 441729.3135852288 4634909.1888631685, 441729.7904882403 4634905.476169277, 441731.50472074526 4634892.1298272675, 441733.7463883123 4634872.827159605, 441735.3880615331 4634845.900492874, 441734.9280229497 4634828.446842356, 441736.08533607464 4634794.080234803)",3,0.8568678760095954,0.0,0.0,0.28562262533653177,0.0,0.0
"MULTILINESTRING ((-87.65448193559122 41.70315063631692, -87.65448508495292 41.703150599998644, -87.65466904470956 41.703149024162, -87.65487546866112 41.703142339614665, -87.65501038598325 41.70313797695941, -87.6554738206705 41.70314071153951, -87.6561018931035 41.70313343732027, -87.65652092534175 41.703127425426466, -87.65703999821862 41.703125514928324, -87.65704303767865 41.703125532815605, -87.65738454203164 41.70312685598304))",105TH ST,105TH,-,S VINCENNIES AVE,MAJOR TAYLOR TRAIL,SHARED,0.150150195013,,,,SHARED,6.625924186574426e-07,Beverly,"LINESTRING (445304.5177501309 4617024.345078049, 445304.51668387884 4617024.3450917015)",2,1.3251848373148851e-06,0.0,0.0,0.0,6.625924186574426e-07,0.0
"MULTILINESTRING ((-87.65448193559122 41.70315063631692, -87.65448508495292 41.703150599998644, -87.65466904470956 41.703149024162, -87.65487546866112 41.703142339614665, -87.65501038598325 41.70313797695941, -87.6554738206705 41.70314071153951, -87.6561018931035 41.70313343732027, -87.65652092534175 41.703127425426466, -87.65703999821862 41.703125514928324, -87.65704303767865 41.703125532815605, -87.65738454203164 41.70312685598304))",105TH ST,105TH,-,S VINCENNIES AVE,MAJOR TAYLOR TRAIL,SHARED,0.150150195013,,,,SHARED,0.15009281219960724,Washington Heights,"LINESTRING (445546.0396448665 4617025.145874223, 445545.7775808811 4617025.143833389, 445530.47042242234 4617025.0852134535, 445513.28988300136 4617024.473649539, 445502.060800047 4617024.074659395, 445463.5043876454 4617024.671635908, 445411.24131276476 4617024.2619494805, 445376.37187344354 4617023.860182352, 445333.1823110904 4617023.977436668, 445332.92943683063 4617023.98135197, 445304.5177501309 4617024.345078049)",2,0.3001856243992145,0.0,0.0,0.0,0.15009281219960724,0.0
"MULTILINESTRING ((-87.68252602092485 41.928541611680345, -87.68254424164596 41.928554231397385, -87.68284363930232 41.92875976896537, -87.6830127492218 41.9288763963964, -87.68333129961873 41.92909606386161, -87.68364282457784 41.929309406355365, -87.68366497695862 41.929324569975165, -87.68375687259463 41.92938754875706, -87.6838755533019 41.92946911961042, -87.6840424404953 41.92958427800373, -87.6842312964803 41.929714598625, -87.68450015585952 41.929899487413756, -87.684683800657 41.9300256065919, -87.68476704698125 41.93008279967129, -87.68488657521999 41.93016451201167, -87.68501106737111 41.93024946284551, -87.68519979576345 41.93037824427403, -87.6853704115828 41.930495836467735, -87.68562018473712 41.930668018338025, -87.68587043537042 41.93084044994589, -87.68611032196186 41.9310057153509, -87.68633601357014 41.93116121267527, -87.68653075960518 41.93129518472323, -87.68665338671869 41.931379711807, -87.68685723958292 41.93152169263708, -87.68698117336291 41.9316080102864, -87.68705262837175 41.93165778139655, -87.68724545317579 41.93178564975422, -87.68728444226608 41.93181149983464, -87.68743801834866 41.93191757773015, -87.6874844401651 41.93194983581187, -87.68788267352569 41.93217913206447, -87.69832278489942 41.93939026769302, -87.69864360376863 41.93961048117502, -87.69901761888843 41.93987055997188, -87.69923299722704 41.94001963557129, -87.69954425630695 41.94023337255301, -87.69998213818141 41.940532768007635, -87.70032574282186 41.94076921119776, -87.70055982373655 41.94093081919302, -87.70083446282229 41.94112047581498, -87.70117289690674 41.94135263480033, -87.70144156511155 41.941536960430966, -87.70170374257889 41.94171611872831, -87.70197890819469 41.94190528211031, -87.70221149636156 41.942066246475655, -87.7024590580449 41.94223703513767, -87.70273710562496 41.942428873908796, -87.70322023223845 41.94276149179659, -87.70342556142852 41.942902874916875, -87.70370110665633 41.94309187146781, -87.70376956147923 41.94313909112564, -87.70377474568562 41.94314265875755, -87.70385904624928 41.94320083225524, -87.70405397781234 41.943334528725295, -87.70458196575045 41.94369663940534, -87.70467622337863 41.94376274293061, -87.70474142356585 41.943808489248326, -87.70492155889607 41.94393326646943, -87.70531127748345 41.94420150546936, -87.70567131337378 41.94444932880752, -87.7056903350617 41.94446260554938, -87.70578835486448 41.944531444123115, -87.70594509556678 41.94463954465658, -87.70603206545732 41.94469954260278, -87.7061739075613 41.944797764008904, -87.70649574670979 41.94502065117943, -87.70669130190036 41.94515558180404, -87.70698366290816 41.945356077513075, -87.7072454994586 41.94553566058004, -87.70734736474056 41.945606358161776, -87.70763048451185 41.9458012035652, -87.70780354312251 41.94591787069754))",ELSTON AVE,ELSTON,-,HOME DEPOT DRIVEWAY,N KEDZIE AVE,BUFFERED,1.77070721378,,,,BUFFERED,1.3969445464821912,Avondale,"LINESTRING (442970.59003755916 4642474.973937488, 442111.56376818375 4643282.6113128895, 442085.1681662452 4643307.277999449, 442054.3990703978 4643336.406933906, 442036.6800321507 4643353.104198323, 442011.071550977 4643377.045627233, 441975.0444475985 4643410.583394812, 441946.77569073887 4643437.067995855, 441927.5181819877 4643455.169660913, 441904.9241778971 4643476.413066403, 441877.0806642987 4643502.418779102, 441854.9770690905 4643523.06640677, 441833.4069481795 4643543.135978788, 441810.76941211923 4643564.325285754, 441791.6357499561 4643582.354854933, 441771.26992178446 4643601.485426845, 441748.3962986759 4643622.973940761, 441708.6514987407 4643660.23248716, 441691.7600725546 4643676.0697169695, 441669.0917656533 4643697.241223427, 441663.4604497836 4643702.530544893, 441663.03397283086 4643702.930182523, 441656.09916871873 4643709.446484523, 441640.06284460524 4643724.423325082, 441596.6274857834 4643764.98760608, 441588.8746887884 4643772.391220396, 441583.5119279512 4643777.514806181, 441568.69424094167 4643791.491436315, 441536.63515501784 4643821.539398832, 441507.0180862749 4643849.300529641, 441505.453509181 4643850.787609751, 441497.3915544096 4643858.497563086, 441484.4981382733 4643870.606815853, 441477.3440704999 4643877.327685778, 441465.67662845535 4643888.329934943, 441439.2034062176 4643913.296642472, 441423.1174393473 4643928.41143938, 441399.06742732605 4643950.872060758, 441377.52854659717 4643970.989984754, 441369.1498239863 4643978.909121204, 441345.8609676932 4644000.736260357, 441331.6233582117 4644013.808103735)",5,6.984722732410956,0.0,1.3969445464821912,0.0,0.0,0.0
"MULTILINESTRING ((-87.68252602092485 41.928541611680345, -87.68254424164596 41.928554231397385, -87.68284363930232 41.92875976896537, -87.6830127492218 41.9288763963964, -87.68333129961873 41.92909606386161, -87.68364282457784 41.929309406355365, -87.68366497695862 41.929324569975165, -87.68375687259463 41.92938754875706, -87.6838755533019 41.92946911961042, -87.6840424404953 41.92958427800373, -87.6842312964803 41.929714598625, -87.68450015585952 41.929899487413756, -87.684683800657 41.9300256065919, -87.68476704698125 41.93008279967129, -87.68488657521999 41.93016451201167, -87.68501106737111 41.93024946284551, -87.68519979576345 41.93037824427403, -87.6853704115828 41.930495836467735, -87.68562018473712 41.930668018338025, -87.68587043537042 41.93084044994589, -87.68611032196186 41.9310057153509, -87.68633601357014 41.93116121267527, -87.68653075960518 41.93129518472323, -87.68665338671869 41.931379711807, -87.68685723958292 41.93152169263708, -87.68698117336291 41.9316080102864, -87.68705262837175 41.93165778139655, -87.68724545317579 41.93178564975422, -87.68728444226608 41.93181149983464, -87.68743801834866 41.93191757773015, -87.6874844401651 41.93194983581187, -87.68788267352569 41.93217913206447, -87.69832278489942 41.93939026769302, -87.69864360376863 41.93961048117502, -87.69901761888843 41.93987055997188, -87.69923299722704 41.94001963557129, -87.69954425630695 41.94023337255301, -87.69998213818141 41.940532768007635, -87.70032574282186 41.94076921119776, -87.70055982373655 41.94093081919302, -87.70083446282229 41.94112047581498, -87.70117289690674 41.94135263480033, -87.70144156511155 41.941536960430966, -87.70170374257889 41.94171611872831, -87.70197890819469 41.94190528211031, -87.70221149636156 41.942066246475655, -87.7024590580449 41.94223703513767, -87.70273710562496 41.942428873908796, -87.70322023223845 41.94276149179659, -87.70342556142852 41.942902874916875, -87.70370110665633 41.94309187146781, -87.70376956147923 41.94313909112564, -87.70377474568562 41.94314265875755, -87.70385904624928 41.94320083225524, -87.70405397781234 41.943334528725295, -87.70458196575045 41.94369663940534, -87.70467622337863 41.94376274293061, -87.70474142356585 41.943808489248326, -87.70492155889607 41.94393326646943, -87.70531127748345 41.94420150546936, -87.70567131337378 41.94444932880752, -87.7056903350617 41.94446260554938, -87.70578835486448 41.944531444123115, -87.70594509556678 41.94463954465658, -87.70603206545732 41.94469954260278, -87.7061739075613 41.944797764008904, -87.70649574670979 41.94502065117943, -87.70669130190036 41.94515558180404, -87.70698366290816 41.945356077513075, -87.7072454994586 41.94553566058004, -87.70734736474056 41.945606358161776, -87.70763048451185 41.9458012035652, -87.70780354312251 41.94591787069754))",ELSTON AVE,ELSTON,-,HOME DEPOT DRIVEWAY,N KEDZIE AVE,BUFFERED,1.77070721378,,,,BUFFERED,0.37310947034165337,Logan Square,"LINESTRING (443411.47605910414 4642067.555264631, 443409.9765172926 4642068.968436345, 443385.33494790195 4642091.986577186, 443371.4170983119 4642105.047203117, 443345.20032574795 4642129.646955757, 443319.5606137854 4642153.539912359, 443317.7373872915 4642155.238148508, 443310.1740971868 4642162.291334107, 443300.4065451077 4642171.4264874915, 443286.6719916981 4642184.322709296, 443271.1295041688 4642198.916930823, 443249.0024343055 4642219.622752597, 443233.8884305314 4642233.747129228, 443227.0372816689 4642240.152302198, 443217.19980163174 4642249.303843399, 443206.953668435 4642258.818251301, 443191.42072102224 4642273.241673433, 443177.37958891725 4642286.41080375, 443156.8241863224 4642305.693442918, 443136.22953056387 4642325.004187842, 443116.48787829885 4642343.5124659985, 443097.91451725777 4642360.926845263, 443081.88772342924 4642375.930813362, 443071.79620293214 4642385.397135109, 443055.02162325307 4642401.296414565, 443044.8234360183 4642410.962447184, 443038.9436060522 4642416.535924227, 443023.0709133775 4642430.861069304, 443019.861465399 4642433.757073799, 443007.223423896 4642445.63681112, 443003.403473065 4642449.249234329, 442970.5916180987 4642474.972451767, 442970.59003755916 4642474.973937488)",5,1.8655473517082668,0.0,0.37310947034165337,0.0,0.0,0.0
"MULTILINESTRING ((-87.60435802515167 41.824170755011764, -87.60433113147882 41.824174096588195, -87.60431204143391 41.82417191723122, -87.60429287395762 41.824169984975406, -87.60427366878943 41.8241682982723, -87.60425442318481 41.82416688681595, -87.60423517509908 41.8241656941253, -87.60421588627001 41.824164803689904, -87.60419655915744 41.82416410478245, -87.604177266252 41.82416367979485, -87.60415793290899 41.82416353005393, -87.60413859708375 41.824163599078645, -87.60411925814273 41.82416394268664, -87.60409995250056 41.82416453409861, -87.60408064526244 41.82416537219266, -87.60406137102646 41.824166484198926, -87.60404213039514 41.82416781700072, -87.60402292396914 41.82416942372239, -87.60400375236118 41.82417125034696, -87.60397789032966 41.82417415992139, -87.60346944840646 41.82429434016376, -87.60283850692551 41.82450751043918, -87.60254798147554 41.824606157499915, -87.60247019907641 41.82463853882379, -87.60214612925499 41.8247735246608, -87.60210100085355 41.824792886578095, -87.6018021760951 41.8249210076318, -87.6016139854284 41.82499612696303, -87.60151251930787 41.82503661655296, -87.60092033332171 41.82519604367844, -87.6007554566307 41.825198752090714, -87.60047462989225 41.82527327869077, -87.6003753041007 41.825299621151906, -87.60028230829501 41.8253243022668, -87.5999971739538 41.82539995265056, -87.59985262044354 41.825438300148996, -87.59962971600021 41.82549744294699, -87.5995963400068 41.82550927640572))",OAKWOOD BLVD,OAKWOOD,-,E PERSHING RD,LAKESHORE DR,BUFFERED,0.265190300727,,,,BUFFERED,0.2650868877443179,Oakland,"LINESTRING (449810.85080204625 4630430.922032452, 449813.0868165714 4630431.277324938, 449814.6704614765 4630431.024208392, 449816.26072979474 4630430.79848166, 449817.8543201047 4630430.599996036, 449819.451483496 4630430.432046737, 449821.0490238194 4630430.288385056, 449822.6501837608 4630430.178258173, 449824.25467256794 4630430.0893739, 449825.85653451603 4630430.030922227, 449827.4619695406 4630430.003006877, 449829.06778150226 4630429.999379142, 449830.6740665694 4630430.026235868, 449832.2777797384 4630430.080625121, 449833.88181797933 4630430.162401959, 449835.4833293055 4630430.274609841, 449837.08222219715 4630430.411351778, 449838.6784882233 4630430.57852631, 449840.272034318 4630430.770136494, 449842.4220366963 4630431.078076936, 449884.73968957824 4630444.124525734, 449937.3026527696 4630467.424162257, 449961.50623733137 4630478.207318956, 449967.990900497 4630481.75719407, 449995.0083576243 4630496.55548439, 449998.7711087034 4630498.678898664, 450023.68662813667 4630512.729818875, 450039.3732789498 4630520.960577217, 450047.83097235044 4630525.396981971, 450097.13263266574 4630542.753427944, 450110.82682252355 4630542.958378915, 450134.2057425811 4630551.069748248, 450142.47462192917 4630553.936805599, 450150.2165368926 4630556.623092387, 450173.9539582529 4630564.856861373, 450185.9880066606 4630569.030613336, 450204.5447330498 4630575.46779309, 450207.3255786974 4630576.762272581)",5,1.3254344387215893,0.0,0.2650868877443179,0.0,0.0,0.0
"MULTILINESTRING ((-87.62063815567883 41.88430565231429, -87.62014042933967 41.88430764470785, -87.61995189417692 41.88431402031164, -87.61976776929907 41.884320121396314, -87.61953267089713 41.88432639874499, -87.6192842027364 41.88433286708467, -87.61901200695682 41.88433973650392, -87.61870340465123 41.88434780576528, -87.61847398445127 41.884355268715574, -87.61821095768332 41.884363072043215, -87.61799000223303 41.884368940017254, -87.61780082521894 41.88437352451778, -87.6176273227168 41.884382130976036, -87.6175931506237 41.88438381141296, -87.61751236261706 41.88439669951159, -87.61744929426426 41.8844275904625, -87.61731390366316 41.88453377512235))",RANDOLPH ST,RANDOLPH,E,N COLUMBUS DR,N FIELD BLVD,BIKE,0.17542955946,Y,E,,BIKE,0.02003903601189895,Loop,"LINESTRING (448756.9637312342 4637123.83093075, 448756.9768394888 4637123.831706166, 448759.8133690454 4637123.997876075, 448766.52647681837 4637125.380572323, 448771.7838014861 4637128.772661074, 448783.10167383344 4637140.4812466325)",3,0.06011710803569685,0.0,0.0,0.02003903601189895,0.0,0.0
"MULTILINESTRING ((-87.62063815567883 41.88430565231429, -87.62014042933967 41.88430764470785, -87.61995189417692 41.88431402031164, -87.61976776929907 41.884320121396314, -87.61953267089713 41.88432639874499, -87.6192842027364 41.88433286708467, -87.61901200695682 41.88433973650392, -87.61870340465123 41.88434780576528, -87.61847398445127 41.884355268715574, -87.61821095768332 41.884363072043215, -87.61799000223303 41.884368940017254, -87.61780082521894 41.88437352451778, -87.6176273227168 41.884382130976036, -87.6175931506237 41.88438381141296, -87.61751236261706 41.88439669951159, -87.61744929426426 41.8844275904625, -87.61731390366316 41.88453377512235))",RANDOLPH ST,RANDOLPH,E,N COLUMBUS DR,N FIELD BLVD,BIKE,0.17542955946,Y,E,,BIKE,0.1553227904101187,Loop,"LINESTRING (448507.1129302651 4637117.142715877, 448548.4098901329 4637117.065391204, 448564.0573895724 4637117.660237165, 448579.3387532702 4637118.227280983, 448598.84942544845 4637118.783394887, 448619.4695084583 4637119.352762504, 448642.0585405169 4637119.952520165, 448667.6691028337 4637120.66378689, 448686.7095974805 4637121.355172129, 448708.53862714 4637122.06431255, 448726.87553441065 4637122.583778526, 448742.57482190366 4637122.979771669, 448756.9637312342 4637123.83093075)",3,0.4659683712303561,0.0,0.0,0.1553227904101187,0.0,0.0
"MULTILINESTRING ((-87.66648513624537 41.903358380230124, -87.66670071365806 41.903356366414755, -87.66703436668271 41.90335322590562, -87.66718298778858 41.90335024643768, -87.66749526885438 41.90334632245803, -87.66811138226457 41.9033386138783, -87.66815157455058 41.903338105730704, -87.66833499173538 41.903334200908624, -87.6687205559366 41.90332696606617))",DIVISION ST,DIVISION,-,N MARSHFIELD AVE,N MILWAUKEE AVE,BIKE,0.115279377682,,,,BIKE,0.04386011167964077,West Town,"LINESTRING (444635.91703257384 4639260.360593935, 444635.9162854012 4639260.360587182, 444584.80704881257 4639259.902538385, 444581.4729221558 4639259.872084357, 444566.25628855743 4639259.557049085, 444565.33659357176 4639259.541116771)",3,0.1315803350389223,0.0,0.0,0.04386011167964077,0.0,0.0
"MULTILINESTRING ((-87.66648513624537 41.903358380230124, -87.66670071365806 41.903356366414755, -87.66703436668271 41.90335322590562, -87.66718298778858 41.90335024643768, -87.66749526885438 41.90334632245803, -87.66811138226457 41.9033386138783, -87.66815157455058 41.903338105730704, -87.66833499173538 41.903334200908624, -87.6687205559366 41.90332696606617))",DIVISION ST,DIVISION,-,N MARSHFIELD AVE,N MILWAUKEE AVE,BIKE,0.115279377682,,,,BIKE,0.05206924535121943,West Town,"LINESTRING (444719.710566997 4639261.047897443, 444701.8280991344 4639260.963251685, 444674.15106034005 4639260.829702165, 444661.82134201855 4639260.594761626, 444635.91703257384 4639260.360593935)",3,0.15620773605365829,0.0,0.0,0.05206924535121943,0.0,0.0
"MULTILINESTRING ((-87.66648513624537 41.903358380230124, -87.66670071365806 41.903356366414755, -87.66703436668271 41.90335322590562, -87.66718298778858 41.90335024643768, -87.66749526885438 41.90334632245803, -87.66811138226457 41.9033386138783, -87.66815157455058 41.903338105730704, -87.66833499173538 41.903334200908624, -87.6687205559366 41.90332696606617))",DIVISION ST,DIVISION,-,N MARSHFIELD AVE,N MILWAUKEE AVE,BIKE,0.115279377682,,,,BIKE,0.01930677855044767,West Town,"LINESTRING (444565.33659357176 4639259.541116771, 444534.26999576634 4639259.003005193)",3,0.05792033565134301,0.0,0.0,0.01930677855044767,0.0,0.0
"MULTILINESTRING ((-87.62582986230746 41.86743185631905, -87.62563875690213 41.867433370876434, -87.62535904499902 41.86743839046541, -87.62481165095505 41.86744850091561, -87.62442667456735 41.86745511602276, -87.62413151167408 41.867456586233835, -87.62402370905662 41.86745712242644, -87.62353645074967 41.867467599094546, -87.62336548624548 41.867471909263806, -87.6231785116635 41.86747662437128, -87.6228326497142 41.86748122784087, -87.62255587120497 41.86748421677272))",ROOSEVELT RD,ROOSEVELT,-,S WABASH AVE,S INDIANA AVE,PROTECTED,0.168945139535,,,,PROTECTED,0.07308135667957846,Loop,"MULTILINESTRING ((448062.7071728149 4635246.820984064, 448068.7083940082 4635246.840863711), (448092.0733372715 4635247.099318582, 448101.78551231924 4635247.26170507, 448147.22182336985 4635248.053448971, 448179.1762868738 4635248.55543756, 448203.67296000454 4635248.540534399))",10,0.7308135667957847,0.07308135667957846,0.0,0.0,0.0,0.0
"MULTILINESTRING ((-87.62582986230746 41.86743185631905, -87.62563875690213 41.867433370876434, -87.62535904499902 41.86743839046541, -87.62481165095505 41.86744850091561, -87.62442667456735 41.86745511602276, -87.62413151167408 41.867456586233835, -87.62402370905662 41.86745712242644, -87.62353645074967 41.867467599094546, -87.62336548624548 41.867471909263806, -87.6231785116635 41.86747662437128, -87.6228326497142 41.86748122784087, -87.62255587120497 41.86748421677272))",ROOSEVELT RD,ROOSEVELT,-,S WABASH AVE,S INDIANA AVE,PROTECTED,0.168945139535,,,,PROTECTED,0.029863812163360703,Loop,"MULTILINESTRING ((448203.67296000454 4635248.540534399, 448203.67298634734 4635248.540534384, 448206.35558831587 4635248.538881711), (448232.4785747795 4635248.961846112, 448253.065859655 4635249.404385114, 448260.03756623936 4635249.5888466565), (448277.3724402361 4635250.047627379, 448282.7784246254 4635250.19073063, 448295.1822024764 4635250.32155266))",10,0.29863812163360703,0.029863812163360703,0.0,0.0,0.0,0.0
"MULTILINESTRING ((-87.62582986230746 41.86743185631905, -87.62563875690213 41.867433370876434, -87.62535904499902 41.86743839046541, -87.62481165095505 41.86744850091561, -87.62442667456735 41.86745511602276, -87.62413151167408 41.867456586233835, -87.62402370905662 41.86745712242644, -87.62353645074967 41.867467599094546, -87.62336548624548 41.867471909263806, -87.6231785116635 41.86747662437128, -87.6228326497142 41.86748122784087, -87.62255587120497 41.86748421677272))",ROOSEVELT RD,ROOSEVELT,-,S WABASH AVE,S INDIANA AVE,PROTECTED,0.168945139535,,,,PROTECTED,0.06593494082018386,Near South Side,"MULTILINESTRING ((448068.7083940082 4635246.840863711, 448078.5682060308 4635246.873536304, 448092.0733372715 4635247.099318582), (448206.35558831587 4635248.538881711, 448212.6199376906 4635248.535026356, 448232.4785747795 4635248.961846112), (448260.03756623936 4635249.5888466565, 448267.25764350046 4635249.77988694, 448277.3724402361 4635250.047627379), (448295.1822024764 4635250.32155266, 448311.48514027323 4635250.49353179, 448334.45733292855 4635250.658767042))",10,0.6593494082018386,0.06593494082018386,0.0,0.0,0.0,0.0
